Source_ID,Filename,Sheet,Row_Number,Row_Content
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,13,C3 | Spectral → geometry | Flat test geometry | g_ij=δ_ij for explicit periodic family | DERIVED/CALCULATED | CLOSED FOR TEST FAMILY | CALCULATED | Torus lattice continuum limit | Maintain explicit family scope | Alternative refinement gives incompatible metric | Cosmological geometry input | B6
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,14,"C3 | Lorentzian emergence | Lorentzian signature program | positive spectral structure→negative mode→localization→indefinite form→(-,+,+,+) | PARTIAL/CANDIDATE | OPEN | PARTIAL / CERTIFIED SUBSTEPS | LOR-001/LOR-002 and subsequent program | Complete resistance threshold, localization, continuum, signature selection | Negative mode without Lorentzian metric | Relativistic spacetime | Master matrix context"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,15,C4 | Nature spectrum & constants | Nature-spectrum correspondence | B_Nature: Spec(L) ?= Spec(Nature) | OPEN THEOREM | OPEN | OPEN | Precise representation of physical spectrum | Define correspondence and observational tests | Mismatch between structural and physical spectra | Particle/mass/coupling branch | Corrected architecture
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,16,"C4 | Constants & scale | Planck scale | ℓ_p=√(ħG/c³) | DERIVED/KNOWN RELATION | EXTERNAL CONSTANT CONSTRUCTION | CERTIFIED/ADMITTED | ħ,G,c | Classify constants as primitive/conversion/emergent/measured/fixed point | No internal derivation | Reference dimensional scale | COSMO-DYN-010A"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,17,C4 | Constants & scale | Absolute UOC scale | ℓ_*=C_UOC ℓ_p | PARAMETRIZED | OPEN | OPEN | Admitted dimensionful data; dimensionless invariants | Derive C_UOC or prove non-uniqueness/no-go | Scale-rescaling invariance blocks absolute selection | Cutoff; horizon resolution; cosmology | COSMO-DYN-010
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,18,"C4 | Scale nonuniqueness theorem | Spectral scale-free invariance | L_H→s^{-2}L_H; λ_i/λ_j invariant; ℓ_*→sℓ_* | DERIVED/CONSTRUCTIVE | GENERAL STRUCTURAL RESULT FOR SCALE-FREE SPECTRAL DATA | CALCULATED | Spectral rescaling | Identify any non-spectral dimensional anchor | No scale-free functional can select absolute length | Scale-anchor falsification | COSMO-DYN-010, step 3"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,19,"C5 | Gauge / representation / matter | Gauge dynamics | A_μ→F_μν→D_μ→Yang–Mills | SUBSTANTIALLY RECOVERED | PARTIAL INTEGRATION | CERTIFIED SUBSTEPS | Gauge algebra, connection, field strength | Integrate with group selection and matter | Failure of gauge recovery tests | Gauge/matter branch | DER registry context"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,20,"C5 | Gauge selection | Standard Model gauge group | g_UOC ?= su(3)⊕su(2)⊕u(1) | OPEN THEOREM | OPEN | OPEN | Recovered algebra/spectral/Clifford structure | Closure, anomaly cancellation, chirality, charge quantization, representations | Viable alternative group or failure of uniqueness | Particle sector | Master matrix"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,21,"C5 | Generation | Three generations | N_gen ?=3 | OPEN | OPEN | OPEN | Representation/matter structure | Derive, not infer from N_c=3 | Alternative generation count | Fermion spectrum | Corrected architecture"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,22,C5 | Mass spectrum | Spectral mass candidate | m_n=m_0√λ_n | PARTIAL/CANDIDATE | OPEN | CANDIDATE | Physical interpretation of λ_n; mass normalization | Predict ratios and absolute masses | Mismatch with measured hierarchy | Fermion/boson masses | Master matrix
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,23,C5 | Couplings | Projector coupling candidate | α_k=<ψ|P_k|ψ> | PARTIAL/CANDIDATE | OPEN | CANDIDATE | Projectors P_k and spectral boundaries | Derive P_k and running | Wrong couplings/running | Gauge phenomenology | Master matrix
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,24,C6 | Quantum closure | Quantum recovery core | Hilbert/Schrödinger/Heisenberg/uncertainty/Clifford/Dirac/spin/magnetic moment | CERTIFIED RECOVERY SUBBRANCH | PARTIAL INTEGRATION | CERTIFIED | QRC | Integrate with geometry and matter | Failure of semiclassical/domain consistency | Quantum sector | DER registry
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,25,C6 | Quantum closure | Born-rule correspondence | Π/persistence measure ?= |ψ|² | OPEN THEOREM | OPEN | OPEN | Quantum recovery + persistence | Derive uniqueness or identify admitted measure | Alternative probability measure survives constraints | Quantum interpretation | Corrected architecture
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,26,C6 | Quantum gravity | Quantum geometry | candidate ĝ_μν or equivalent quantum metric/state; candidate ĤΨ=0 | PROPOSED | OPEN | PROPOSED | Recovered classical geometry + QRC | Derive actual quantum-gravity formalism; semiclassical limit | No consistent classical limit | Quantum spacetime | Corrected architecture
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,27,C7 | Cosmology | Spectral density of states | dν/dλ=√λ/(4π²) | DERIVED/CALCULATED | CLOSED FOR 3D CONTINUUM NORMALIZATION | CALCULATED | Flat 3D continuum density of states | Verify against refinement family | Wrong coefficient/dimensional scaling | Vacuum energy | COSMO-DYN-005
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,28,"C7 | Cosmology | Spectral vacuum density | ρ_vac=ħc Λ_*⁴/(16π²) | DERIVED/CALCULATED | CONDITIONAL ON CUTOFF/MEASURE | CALCULATED | Continuum density of states + physical cutoff | Derive cutoff and measure internally | Alternative regulator changes result | Λ_cosm, H | COSMO-DYN-005+"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,29,C7 | Cosmology | Cosmological constant mapping | Λ_cosm=ℓ_p² Λ_*⁴/(2π)=Xi⁴/(2πℓ_p²) | ALGEBRAICALLY DERIVED | DOWNSTREAM CLOSED GIVEN INPUTS | CALCULATED | ρ_vac mapping and Planck relation | No new upstream requirement | Dimensional inconsistency | Friedmann branch | COSMO-DYN
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,30,"C7 | Cosmology | Corrected dimensionless cutoff target | Xi=Λ_*ℓ_p≈6.50×10^-31; Xi⁴ gives ~10^-121 hierarchy | CALCULATED TARGET | OBSERVATIONAL TARGET, NOT UOC PREDICTION | CALCULATED | Λ_*≈4.02×10^4 m^-1; ℓ_p≈1.616×10^-35 m | Derive without observational input | Upstream dependence on observed Λ/H/N_H | Final falsification target | Correction preserved"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,31,C7 | Cosmology | Horizon heat-trace area | A_H=4π lim t Z_H(t); h_N²≪t≪L_H² | DERIVED/CALCULATED | DEMONSTRATED FOR EXPLICIT REFINEMENT FAMILY | CALCULATED | Given legitimate horizon subsystem/projector | Derive P_H internally for full UOC closure | No refinement-invariant area recovery | Horizon information | COSMO-DYN-007
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,32,C7 | Cosmology | Spectral vs BH information normalization | Z_H(ℓ_p²)≈A_H/(4πℓ_p²); N_BH=A_H/(4ℓ_p²)=π Z_H(ℓ_p²) | ALGEBRAICALLY DERIVED | NORMALIZATION ORIGIN OPEN | CALCULATED | Heat-kernel asymptotic + t*=ℓ_p² | Derive C_H/α=π internally | No spectral mechanism for π | Black-hole entropy; Xi | COSMO-DYN-007A
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,33,"C7 | Cosmology | Horizon projector | P_H²=P_H; P_H†=P_H; P_H: H_bulk→H_H | OPEN THEOREM / PROPOSED CONSTRUCTION | OPEN | PROPOSED/OPEN | Organizational graph data, persistence, causal/geometric boundary | Derive rather than assume horizon subsystem | Projector depends on arbitrary external boundary | Localized heat trace; area | COSMO-DYN-013"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,34,"C7 | Cosmology | Information functional | N_H^UOC=F(Spec(t_*L_H),Π_H), desired leading C_H Z_H(t_*)+O(t_*^0) | FORMULATED / CLASSIFICATION PROGRAM | OPEN | PROPOSED | P_H, spectral invariance, positivity, monotonicity, refinement invariance | Derive admissible family and normalization | No area scaling or non-invariance | N_H→Xi | COSMO-DYN-011"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,35,C7 | Cosmology | Weyl law cross-check | N(Λ)~A_HΛ²/(4π); Z_H(t)~A_H/(4πt) | DERIVED/CALCULATED | CLOSED AS STANDARD ASYMPTOTIC CHECK | CALCULATED | 2D horizon Laplacian | Verify same area coefficient | Coefficient mismatch | Information functional classification | COSMO-DYN-011
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,36,"C7 | Cosmology | Spectral zeta normalization | ζ_H(s)=Σ λ_n^{-s}; study ζ(0), ζ'(0), log det(L_H/μ²) | PROPOSED / PARTIAL | OPEN | PROPOSED | Explicit toroidal refinement | Determine whether μ or π is internally fixed | Reference scale survives; no π mechanism | Normalization diagnosis | COSMO-DYN-011"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,37,C7 | Cosmology | Curved/boundary/topology heat kernel | Z_H(t)=A/(4πt)+χ_H/6+a_2t+…; boundary variants | FORMULATED | OPEN | PROPOSED | General 2D horizon; boundary conditions | Test whether subleading coefficients alter leading normalization | No change to leading 1/(4π) | Normalization no-go | COSMO-DYN-012
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,38,C7 | Cosmology | Conditional information-to-cutoff map | Xi=6^(1/4)π^(1/2) N_H^(-1/4) | ALGEBRAICALLY DERIVED | CONDITIONAL DOWNSTREAM IDENTITY | CALCULATED | Horizon relation + spectral vacuum mapping | Obtain N_H before solving/using observed H | Circular N_H definition | Λ_* prediction | COSMO-DYN-014
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,39,C7 | Cosmology | Non-circular selector | Xi=F(N_H) with N_H generated before H | PROPOSED | OPEN | PROPOSED | Independent N_H^UOC | Reject observed H/Λ/N as ancestors | Circularity | Final cosmological prediction | COSMO-DYN-014
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,40,"C7 | Cosmology | Spectral vacuum dynamics | dotρ_vac=(ħc/4π²)Λ_*³ dotΛ_*; derive dotH and dotL | PARTIAL / FORMULATED | OPEN | PROPOSED | Λ_*(t) and UOC operator law | Derive dotL=F(L,Δ,τ,κ,Π); recover -2HL in homogeneous branch | H inserted externally or incompatible eigenvalue flow | Dynamic cosmology | COSMO-DYN-015"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,41,"C8 | Biology / adaptive closure | Organizational biological mapping | molecular→cellular→organism using common primitives | SUBSTANTIAL MAPPING / PARTIAL | OPEN REVERSE DERIVATION | PARTIAL | Organizational kernel | Derive replication, heredity, selection, adaptation, fitness | Need for additional primitive | Biological universality | Corrected architecture"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,42,"C9 | Compiler closure | Canonical representation / normal form | Theory→canonical IR→DAG→equations→predictions | SPECIFIED / PARTIAL | OPEN | PARTIAL/PROPOSED | UCG/UOC architecture | Normal form, termination, confluence, type propagation | Ambiguous or nonterminating compilation | Executable UOC | Corrected architecture"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,43,"C9 | Compiler closure | Compiler execution stack | C=(P,IR,V,T,E): parser, IR, dependency checker, dimensional checker, symbolic/numerical executor, proof/validator/falsifier | ARCHITECTURALLY SPECIFIED | OPEN EXECUTABLE IMPLEMENTATION | PROPOSED/ARCHITECTURAL | UCG specification | Implement and independently test runtime/backend/scheduler | Failure on canonical theories | All domain backends | UCG/UOC"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,44,C9 | Compiler closure | ARBS / organizational graph factorization | G* < L < Spec(L) < Σ_O < M* | ARCHITECTURALLY ESTABLISHED / MIGRATION-CONTEXT | PARTIAL / DEPENDENCY-SCOPED | CALCULATED/ARCHITECTURAL | Graph organizational layer | Maintain dependency ordering and avoid obsolete ARBS assumptions | Circular or non-composable factorization | Compiler routing and geometry | Past project correction
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,45,"C10 | Validation & falsification | Cross-domain validation suite | Maxwell, Schrödinger, Hamilton, GR, Navier–Stokes, Reaction-Diffusion, Kinetic Theory, String Theory | PARTIALLY EXECUTED / SOME CERTIFIED | OPEN AS FULL STANDARDIZED SUITE | PARTIAL | Canonical compiler IR and domain backends | Symbolic + canonical example + numerical + dimensional + dependency tests | Failure to preserve equations/invariants | Empirical validation | Compiler research program"
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,46,C10 | Prediction | UV dispersion | Δt(E) from spectral corrections | CANDIDATE / PARTIAL | OPEN | CANDIDATE | Spectral correction law | Numerical magnitude + experimental bounds | Bound violation or null result | Falsification | Master matrix
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,47,C10 | Prediction | IR lensing | Φ_lens(r) from graph-spectral Green functions | CANDIDATE / PARTIAL | OPEN | CANDIDATE | Spectral Green function + geometry | Compute observable and compare with bounds | No distinctive effect / bound violation | Falsification | Master matrix
SRC-002,UOC_Master_Closure_Updated.xlsx,Master Closure DAG,48,C10 | Prediction | Quantum metric noise | S_h(f) or detector-noise floor | CANDIDATE / PARTIAL | OPEN | CANDIDATE | Quantum geometry fluctuations | Derive spectrum and compare with detector bounds | Null/bound contradiction | Falsification | Master matrix
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,1,Chain / Test | Result | Status | Scope / Assumptions | Dependency Boundary | Numerical Value / Diagnostic
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,2,"COSMO-BRIDGE-003 | rank(L)=N-c; sharp scalar cutoff equals rank only iff m_max=c | DERIVED/CALCULATED | Finite graph Laplacian; c connected components | Cutoff representation is not universal | K4 counterexample: Spec={0,4,4,4}, rank=3 but scalar cutoff gives 1 or 4"
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,3,"COSMO-BRIDGE-004 | N_bulk=Tr(I-P_kerL)=rank(L)=N-c | DERIVED/CALCULATED | PSD graph Laplacian | Does not derive horizon area | K3,3: N_bulk=5"
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,4,"COSMO-BRIDGE-005 | full nonzero diffusion embedding has dimension rank(L) | DERIVED/CALCULATED | t>0 and all nonzero spectral modes retained | Embedding dimension is not an area law | K3,3: d_spectral=5"
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,5,COSMO-BRIDGE-006-1 | L_N/h_N²→-Δ_T^d; λ_N(p)=|p|²+O(h_N²) | CLOSED FOR TEST FAMILY | Periodic lattice refinement | Spatial continuum only | g_ij=δ_ij
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,6,"COSMO-BRIDGE-006-2 | K_N→K_g→d_g→g_ij under joint heat-kernel scaling | CONDITIONAL/DERIVED | N→∞, h_N→0, t→0; h_N²/t→0 | Does not generate a(t) | Flat torus test gives Euclidean spatial metric"
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,7,"COSMO-DYN-001 | H²=Λ/3=8πGρ_vac/3; a(t)=a0 exp(∫Hdt) | DERIVED/ADMITTED | Vacuum Einstein-Hilbert, k=0 | Requires ρ_vac(t) input | Constant ρ_vac→de Sitter"
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,8,COSMO-DYN-002 | L(a)=a^-2 L0; dotL=-2HL; dotλ_n=-2Hλ_n | DERIVED/CALCULATED | Homogeneous lattice rescaling; degenerate sectors remain unsplit | Does not derive H | Exact scaling relation
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,9,"COSMO-DYN-002-NORM | Fixed comoving modes: E_spec∝a^-1, ρ∝a^-4; fixed physical cutoff continuum: E_spec∝a³, ρ∝a⁰ | DERIVED/CALCULATED | Measure/cutoff/continuum prescription separated | Cutoff choice remains upstream | Radiation-like vs constant-density branches"
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,10,COSMO-DYN-005 | dν/dλ=√λ/(4π²); ρ_vac=ħcΛ_*⁴/(16π²) | DERIVED/CALCULATED | 3D continuum density of states; physical cutoff | Λ_* remains to be selected | Λ_*≈4.02×10^4 m^-1; ħcΛ_*≈7.9 meV
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,11,COSMO-DYN-005-CORRECTION | Xi=Λ_*ℓ_p≈6.50×10^-31; fourth power supplies ~10^-121 hierarchy | CALCULATED TARGET | ℓ_p≈1.616×10^-35 m | Observational target only | Corrected from erroneous 10^-13 ledger entry
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,12,"COSMO-DYN-007 | A_H=4π lim tZ_H(t); joint window h_N²≪t≪L_H² | DERIVED/CALCULATED | Explicit refinement family, 2D heat-kernel regime | Requires legitimate P_H/horizon subsystem | Spectral area coefficient recovered"
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,13,COSMO-DYN-007A | Z_H(ℓ_p²)≈A_H/(4πℓ_p²); N_BH=π Z_H(ℓ_p²) | ALGEBRAICALLY DERIVED CONDITION | t*=αℓ_p² gives C_H/α=π for agreement | Does not derive π or t*=ℓ_p² | Normalization discrepancy is exact
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,14,COSMO-DYN-010 | Scale-nonuniqueness: L_H→s^-2L_H leaves λ ratios and scale-free spectral invariants unchanged; ℓ_*→sℓ_* | DERIVED/CONSTRUCTIVE | Scale-free spectral data | Requires external dimensional anchor for absolute length | Reusable UOC scale no-go
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,15,COSMO-DYN-010A-4 | Planck scale candidate ℓ_*=ℓ_p; t_*=ℓ_p²; N_spec=Z_H(ℓ_p²) | CONDITIONAL | Planck scale admitted externally | UOC origin of ℓ_p unresolved | N_BH/N_spec=π
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,16,COSMO-DYN-010A-5 | Curvature scale ℓ_*~|R|^-1/2; Λ_*~√|R| | DERIVED DIAGNOSTIC / NO-GO FOR OBSERVED SCALE | Local curvature tied to cosmological branch | Produces Planck-order fixed point | H~ℓ_p^-1 diagnostic
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,17,COSMO-DYN-010A-6 | Horizon scale ℓ_*=H^-1; Λ_*=αH; H²=ℓ_p²Λ_*⁴/(6π) | ALGEBRAICALLY DERIVED FIXED-POINT TEST | O(1) horizon selector assumed | Observation requires tiny/non-O(1) α | H(α) relation tests horizon selector
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,18,"COSMO-DYN-010A-7 | Gap scale ℓ_*=λ_1^-1/2 | DERIVED DIAGNOSTIC | C_N×C_N, K3,3, periodic lattices/topologies | Does not naturally produce 10^122 horizon count | Z_H(λ_1^-1)=O(1)/geometry-scale"
SRC-002,UOC_Master_Closure_Updated.xlsx,COSMO-DYN Results,19,COSMO-DYN-010A-8 | UV scale ℓ_*=λ_max^-1/2→0 under refinement | DERIVED/CALCULATED | Refining graphs with λ_max→∞ | Raw UV scale does not survive continuum | Renormalized finite combination remains an open test
