Node_ID,Node_Type,Name,Ancestor_Count,Descendant_Count,Root_Flag,Leaf_Flag,Impact_Class
USR-024,SYMBOL,Org. Persistence Functional,0,0,ROOT,LEAF,LOW
USR-025,SYMBOL,Control parameter,0,0,ROOT,LEAF,LOW
USR-026,SYMBOL,Evolution operator,0,0,ROOT,LEAF,LOW
USR-027,SYMBOL,Master attractor,0,0,ROOT,LEAF,LOW
USR-028,SYMBOL,Dirac operator,0,0,ROOT,LEAF,LOW
USR-029,SYMBOL,Einstein-Hilbert action,0,0,ROOT,LEAF,LOW
USR-030,SYMBOL,Persistence Cost Functional,0,0,ROOT,LEAF,LOW
OP-ORG-001,OPERATOR,Distinction,0,0,ROOT,LEAF,LOW
OP-ORG-002,OPERATOR,Transformation,0,0,ROOT,LEAF,LOW
OP-ORG-003,OPERATOR,Constraint,0,0,ROOT,LEAF,LOW
OP-ORG-004,OPERATOR,Organizational Action,0,0,ROOT,LEAF,LOW
OP-ORG-005,OPERATOR,Evolution Operator,0,0,ROOT,LEAF,LOW
OP-CMP-001,OPERATOR,Graph Laplacian,0,0,ROOT,LEAF,LOW
OP-CMP-002,OPERATOR,Persistence Filter,0,0,ROOT,LEAF,LOW
OP-CMP-003,OPERATOR,Heat Kernel,0,0,ROOT,LEAF,LOW
OP-CMP-004,OPERATOR,Dirac Operator,0,0,ROOT,LEAF,LOW
OP-CMP-005,OPERATOR,Covariant Derivative,0,0,ROOT,LEAF,LOW
OP-CMP-006,OPERATOR,Euler-Lagrange,0,0,ROOT,LEAF,LOW
OP-P0-001,OPERATOR,Arithmetic,0,0,ROOT,LEAF,LOW
OP-P0-002,OPERATOR,Partial Derivative,0,0,ROOT,LEAF,LOW
OP-P0-003,OPERATOR,Gradient,0,0,ROOT,LEAF,LOW
OP-P0-004,OPERATOR,Variation,0,0,ROOT,LEAF,LOW
OP-P0-005,OPERATOR,Laplacian,0,0,ROOT,LEAF,LOW
OP-P0-006,OPERATOR,Exponential / Logarithm,0,0,ROOT,LEAF,LOW
OP-P0-007,OPERATOR,Trace,0,0,ROOT,LEAF,LOW
OP-P0-008,OPERATOR,Spectrum,0,0,ROOT,LEAF,LOW
OP-P0-009,OPERATOR,Adjoint,0,0,ROOT,LEAF,LOW
OP-P0-010,OPERATOR,Projection,0,0,ROOT,LEAF,LOW
OP-P0-011,OPERATOR,Commutator,0,0,ROOT,LEAF,LOW
OP-P0-012,OPERATOR,Tensor Product / Direct Sum,0,0,ROOT,LEAF,LOW
EQSRC:NCG.1,EQUATION,Connes 1995,0,0,ROOT,LEAF,LOW
EQSRC:NCG.2,EQUATION,Connes-Chamseddine,0,0,ROOT,LEAF,LOW
EQSRC:NCG.3,EQUATION,Lichnerowicz,0,0,ROOT,LEAF,LOW
EQSRC:NCG.4,EQUATION,Definition,0,0,ROOT,LEAF,LOW
EQSRC:NCG.5,EQUATION,Standard Model,0,0,ROOT,LEAF,LOW
EQSRC:NCG.6,EQUATION,Standard Model,0,0,ROOT,LEAF,LOW
EQSRC:NCG.7,EQUATION,Standard Model,0,0,ROOT,LEAF,LOW
EQSRC:NCG.8,EQUATION,Inner fluctuations,0,0,ROOT,LEAF,LOW
EQSRC:NCG.9,EQUATION,Definition,0,0,ROOT,LEAF,LOW
EQSRC:NCG.10,EQUATION,Spectral action,0,0,ROOT,LEAF,LOW
EQSRC:NCG.11,EQUATION,Spectral action,0,0,ROOT,LEAF,LOW
EQSRC:NCG.12,EQUATION,Full action,0,0,ROOT,LEAF,LOW
EQSRC:NCG.13,EQUATION,Seeley-DeWitt,0,0,ROOT,LEAF,LOW
EQSRC:NCG.14,EQUATION,Definition,0,0,ROOT,LEAF,LOW
EQSRC:NCG.15,EQUATION,Coefficients,0,0,ROOT,LEAF,LOW
EQSRC:NCG.16,EQUATION,Expansion,0,0,ROOT,LEAF,LOW
EQSRC:NCG.17,EQUATION,Heat kernel,0,0,ROOT,LEAF,LOW
EQSRC:NCG.18,EQUATION,Zeta function,0,0,ROOT,LEAF,LOW
EQSRC:NCG.19,EQUATION,Zeta action,0,0,ROOT,LEAF,LOW
EQSRC:NCG.20,EQUATION,Atiyah-Singer,0,0,ROOT,LEAF,LOW
EQSRC:NCG.21,EQUATION,Real structure,0,0,ROOT,LEAF,LOW
EQSRC:NCG.22,EQUATION,Real structure,0,0,ROOT,LEAF,LOW
EQSRC:NCG.23,EQUATION,Real structure,0,0,ROOT,LEAF,LOW
EQSRC:NCG.24,EQUATION,Chirality,0,0,ROOT,LEAF,LOW
EQSRC:NCG.25,EQUATION,Chirality,0,0,ROOT,LEAF,LOW
EQSRC:NCG.26,EQUATION,SM algebra,0,0,ROOT,LEAF,LOW
EQSRC:NCG.27,EQUATION,Gauge group,0,0,ROOT,LEAF,LOW
EQSRC:NCG.28,EQUATION,Unification,0,0,ROOT,LEAF,LOW
EQSRC:NCG.29,EQUATION,Higgs mass,0,0,ROOT,LEAF,LOW
EQSRC:NCG.30,EQUATION,Seesaw,0,0,ROOT,LEAF,LOW
EQSRC:NCG.31,EQUATION,Connes distance,0,0,ROOT,LEAF,LOW
EQSRC:NCG.32,EQUATION,Commutator,0,0,ROOT,LEAF,LOW
EQSRC:NCG.33,EQUATION,Order-one,0,0,ROOT,LEAF,LOW
EQSRC:NCG.34,EQUATION,Boundedness,0,0,ROOT,LEAF,LOW
EQSRC:NCG.35,EQUATION,Propagator,0,0,ROOT,LEAF,LOW
EQSRC:NCG.36,EQUATION,Chiral trace,0,0,ROOT,LEAF,LOW
EQSRC:SP.1,EQUATION,Definition,0,0,ROOT,LEAF,LOW
EQSRC:SP.2,EQUATION,Graph Laplacian,0,0,ROOT,LEAF,LOW
EQSRC:SP.3,EQUATION,Eigenequation,0,0,ROOT,LEAF,LOW
EQSRC:SP.4,EQUATION,Spectrum,0,0,ROOT,LEAF,LOW
EQSRC:SP.5,EQUATION,Ground state,0,0,ROOT,LEAF,LOW
EQSRC:SP.6,EQUATION,Kernel,0,0,ROOT,LEAF,LOW
EQSRC:SP.7,EQUATION,Trace,0,0,ROOT,LEAF,LOW
EQSRC:SP.8,EQUATION,Orthonormality,0,0,ROOT,LEAF,LOW
EQSRC:SP.9,EQUATION,Incidence factorization,0,0,ROOT,LEAF,LOW
EQSRC:SP.10,EQUATION,Diagonalization,0,0,ROOT,LEAF,LOW
EQSRC:SP.11,EQUATION,Functional calculus,0,0,ROOT,LEAF,LOW
EQSRC:SP.12,EQUATION,Spectral trace,0,0,ROOT,LEAF,LOW
EQSRC:SP.13,EQUATION,Heat trace,0,0,ROOT,LEAF,LOW
EQSRC:SP.14,EQUATION,Heat semigroup,0,0,ROOT,LEAF,LOW
EQSRC:SP.15,EQUATION,Regularized det,0,0,ROOT,LEAF,LOW
EQSRC:SP.16,EQUATION,Hodge Laplacian,0,0,ROOT,LEAF,LOW
EQSRC:SP.17,EQUATION,Dirac-Hodge,0,0,ROOT,LEAF,LOW
EQSRC:SP.18,EQUATION,Nilpotency,0,0,ROOT,LEAF,LOW
EQSRC:SP.19,EQUATION,k-forms,0,0,ROOT,LEAF,LOW
EQSRC:SP.20,EQUATION,de Rham cohomology,0,0,ROOT,LEAF,LOW
EQSRC:SP.21,EQUATION,Hodge decomposition,0,0,ROOT,LEAF,LOW
EQSRC:SP.22,EQUATION,Hodge spectrum,0,0,ROOT,LEAF,LOW
EQSRC:SP.23,EQUATION,Hodge heat trace,0,0,ROOT,LEAF,LOW
EQSRC:SP.24,EQUATION,Scalar Laplacian,0,0,ROOT,LEAF,LOW
EQSRC:SP.25,EQUATION,Riemannian Laplacian,0,0,ROOT,LEAF,LOW
EQSRC:GE.1,EQUATION,Diffusion distance,0,0,ROOT,LEAF,LOW
EQSRC:GE.2,EQUATION,Spectral metric,0,0,ROOT,LEAF,LOW
EQSRC:GE.3,EQUATION,Line element,0,0,ROOT,LEAF,LOW
EQSRC:GE.4,EQUATION,Hessian metric,0,0,ROOT,LEAF,LOW
EQSRC:GE.5,EQUATION,Inner product,0,0,ROOT,LEAF,LOW
EQSRC:GE.6,EQUATION,Norm,0,0,ROOT,LEAF,LOW
EQSRC:GE.7,EQUATION,Cyclicity,0,0,ROOT,LEAF,LOW
EQSRC:GE.8,EQUATION,Heat kernel trace,0,0,ROOT,LEAF,LOW
EQSRC:GE.9,EQUATION,Continuum limit,0,0,ROOT,LEAF,LOW
EQSRC:GE.10,EQUATION,Spectral dimension,0,0,ROOT,LEAF,LOW
EQSRC:GE.11,EQUATION,Covariant derivative,0,0,ROOT,LEAF,LOW
EQSRC:GE.12,EQUATION,Metric compatibility,0,0,ROOT,LEAF,LOW
EQSRC:GE.13,EQUATION,Conservation,0,0,ROOT,LEAF,LOW
EQSRC:GE.14,EQUATION,D'Alembertian,0,0,ROOT,LEAF,LOW
EQSRC:PE.1,EQUATION,Cost functional,0,0,ROOT,LEAF,LOW
EQSRC:PE.2,EQUATION,Fisher cost,0,0,ROOT,LEAF,LOW
EQSRC:PE.3,EQUATION,Variational principle,0,0,ROOT,LEAF,LOW
EQSRC:PE.4,EQUATION,Euler-Lagrange,0,0,ROOT,LEAF,LOW
EQSRC:PE.5,EQUATION,Action principle,0,0,ROOT,LEAF,LOW
EQSRC:PE.6,EQUATION,Action,0,0,ROOT,LEAF,LOW
EQSRC:PE.7,EQUATION,Field equation,0,0,ROOT,LEAF,LOW
EQSRC:PE.8,EQUATION,GR limit,0,0,ROOT,LEAF,LOW
EQSRC:PE.9,EQUATION,Covariant form,0,0,ROOT,LEAF,LOW
EQSRC:PE.10,EQUATION,Material derivative,0,0,ROOT,LEAF,LOW
EQSRC:PE.11,EQUATION,Gradient,0,0,ROOT,LEAF,LOW
EQSRC:PE.12,EQUATION,Org action stationarity,0,0,ROOT,LEAF,LOW
EQSRC:PE.13,EQUATION,Org action,0,0,ROOT,LEAF,LOW
EQSRC:CV.1,EQUATION,Christoffel,0,0,ROOT,LEAF,LOW
EQSRC:CV.2,EQUATION,Riemann tensor,0,0,ROOT,LEAF,LOW
EQSRC:CV.3,EQUATION,Ricci tensor,0,0,ROOT,LEAF,LOW
EQSRC:CV.4,EQUATION,Ricci scalar,0,0,ROOT,LEAF,LOW
EQSRC:CV.5,EQUATION,Einstein tensor,0,0,ROOT,LEAF,LOW
EQSRC:CV.6,EQUATION,Einstein equations,0,0,ROOT,LEAF,LOW
EQSRC:CV.7,EQUATION,Kretschner scalar,0,0,ROOT,LEAF,LOW
EQSRC:CV.8,EQUATION,Ricci squared,0,0,ROOT,LEAF,LOW
EQSRC:CV.9,EQUATION,Ricci scalar squared,0,0,ROOT,LEAF,LOW
EQSRC:CV.10,EQUATION,Weyl squared,0,0,ROOT,LEAF,LOW
EQSRC:CV.11,EQUATION,Einstein-Hilbert action,0,0,ROOT,LEAF,LOW
EQSRC:CV.12,EQUATION,Volume element,0,0,ROOT,LEAF,LOW
EQSRC:PH.1,EQUATION,Continuity,0,0,ROOT,LEAF,LOW
EQSRC:PH.2,EQUATION,Diffusion,0,0,ROOT,LEAF,LOW
EQSRC:PH.3,EQUATION,Reaction-diffusion,0,0,ROOT,LEAF,LOW
EQSRC:PH.4,EQUATION,Navier-Stokes,0,0,ROOT,LEAF,LOW
EQSRC:PH.5,EQUATION,Gauss electric,0,0,ROOT,LEAF,LOW
EQSRC:PH.6,EQUATION,Gauss magnetic,0,0,ROOT,LEAF,LOW
EQSRC:PH.7,EQUATION,Faraday,0,0,ROOT,LEAF,LOW
EQSRC:PH.8,EQUATION,Ampere-Maxwell,0,0,ROOT,LEAF,LOW
EQSRC:PH.9,EQUATION,Pressure gradient,0,0,ROOT,LEAF,LOW
EQSRC:PH.10,EQUATION,Temperature gradient,0,0,ROOT,LEAF,LOW
EQSRC:PH.11,EQUATION,Chemical gradient,0,0,ROOT,LEAF,LOW
EQSRC:PH.12,EQUATION,Field gradient,0,0,ROOT,LEAF,LOW
EQSRC:PH.13,EQUATION,Distinction operator,0,0,ROOT,LEAF,LOW
EQSRC:QM.1,EQUATION,Schrodinger,0,0,ROOT,LEAF,LOW
EQSRC:QM.2,EQUATION,Energy eigenvalue,0,0,ROOT,LEAF,LOW
EQSRC:QM.3,EQUATION,Boltzmann entropy,0,0,ROOT,LEAF,LOW
EQSRC:QM.4,EQUATION,Clausius,0,0,ROOT,LEAF,LOW
EQSRC:QM.5,EQUATION,Helmholtz free energy,0,0,ROOT,LEAF,LOW
EQSRC:QM.6,EQUATION,Gibbs free energy,0,0,ROOT,LEAF,LOW
EQSRC:QM.7,EQUATION,Partition function,0,0,ROOT,LEAF,LOW
EQSRC:QM.8,EQUATION,Free energy from Z,0,0,ROOT,LEAF,LOW
EQSRC:QM.9,EQUATION,Entropy from F,0,0,ROOT,LEAF,LOW
EQSRC:QM.10,EQUATION,Spectral action,0,0,ROOT,LEAF,LOW
EQSRC:LH.1,EQUATION,Principle of stationary action,0,0,ROOT,LEAF,LOW
EQSRC:LH.2,EQUATION,Action,0,0,ROOT,LEAF,LOW
EQSRC:LH.3,EQUATION,Lagrangian,0,0,ROOT,LEAF,LOW
EQSRC:LH.4,EQUATION,Hamilton equation 1,0,0,ROOT,LEAF,LOW
EQSRC:LH.5,EQUATION,Hamilton equation 2,0,0,ROOT,LEAF,LOW
EQSRC:LH.6,EQUATION,Hamiltonian,0,0,ROOT,LEAF,LOW
EQSRC:LH.7,EQUATION,Poisson bracket,0,0,ROOT,LEAF,LOW
EQSRC:LH.8,EQUATION,Energy conservation,0,0,ROOT,LEAF,LOW
EQSRC:OD.1,EQUATION,Evolution operator,0,0,ROOT,LEAF,LOW
EQSRC:OD.2,EQUATION,Operator form,0,0,ROOT,LEAF,LOW
EQSRC:OD.3,EQUATION,Attractor,0,0,ROOT,LEAF,LOW
EQSRC:OD.4,EQUATION,DTC iteration,0,0,ROOT,LEAF,LOW
EQSRC:OD.5,EQUATION,DTC composition,0,0,ROOT,LEAF,LOW
EQSRC:OD.6,EQUATION,Org state,0,0,ROOT,LEAF,LOW
EQSRC:OD.7,EQUATION,Control parameter,0,0,ROOT,LEAF,LOW
EQSRC:OD.8,EQUATION,Fragmentation,0,0,ROOT,LEAF,LOW
EQSRC:OD.9,EQUATION,Persistence,0,0,ROOT,LEAF,LOW
EQSRC:OD.10,EQUATION,Frozen equilibrium,0,0,ROOT,LEAF,LOW
EQSRC:OD.11,EQUATION,Persistence cond. 1,0,0,ROOT,LEAF,LOW
EQSRC:OD.12,EQUATION,Persistence cond. 2,0,0,ROOT,LEAF,LOW
EQSRC:OD.13,EQUATION,Persistence cond. 3,0,0,ROOT,LEAF,LOW
EQSRC:OD.14,EQUATION,Org. continuity,0,0,ROOT,LEAF,LOW
EQSRC:OD.15,EQUATION,Full org. dynamics,0,0,ROOT,LEAF,LOW
EQSRC:RG.1,EQUATION,Axiom 1 — Closure,0,0,ROOT,LEAF,LOW
EQSRC:RG.2,EQUATION,Axiom 2 — Minimality,0,0,ROOT,LEAF,LOW
EQSRC:RG.3,EQUATION,Axiom 3 — Completeness,0,0,ROOT,LEAF,LOW
EQSRC:RG.4,EQUATION,Axiom 4 — Consistency,0,0,ROOT,LEAF,LOW
EQSRC:RG.5,EQUATION,Axiom 5 — Canonical Form,0,0,ROOT,LEAF,LOW
EQSRC:RG.6,EQUATION,Axiom 6 — Recursive Generativity,0,0,ROOT,LEAF,LOW
EQSRC:RG.7,EQUATION,Persistence theorem,0,0,ROOT,LEAF,LOW
EQSRC:RG.8,EQUATION,Generativity chain,0,0,ROOT,LEAF,LOW
EQSRC:MC.1,EQUATION,Input,0,0,ROOT,LEAF,LOW
EQSRC:MC.2,EQUATION,Step 1,0,0,ROOT,LEAF,LOW
EQSRC:MC.3,EQUATION,Step 2,0,0,ROOT,LEAF,LOW
EQSRC:MC.4,EQUATION,Step 3,0,0,ROOT,LEAF,LOW
EQSRC:MC.5,EQUATION,Step 4,0,0,ROOT,LEAF,LOW
EQSRC:MC.6,EQUATION,Step 5,0,0,ROOT,LEAF,LOW
EQSRC:MC.7,EQUATION,Step 6,0,0,ROOT,LEAF,LOW
EQSRC:MC.8,EQUATION,Step 7,0,0,ROOT,LEAF,LOW
EQSRC:MC.9,EQUATION,Step 8,0,0,ROOT,LEAF,LOW
EQSRC:MC.10,EQUATION,Step 9,0,0,ROOT,LEAF,LOW
EQSRC:MC.11,EQUATION,Step 10,0,0,ROOT,LEAF,LOW
EQSRC:MC.12,EQUATION,Step 11,0,0,ROOT,LEAF,LOW
EQSRC:MC.13,EQUATION,Step 12,0,0,ROOT,LEAF,LOW
EQSRC:MC.14,EQUATION,Step 13,0,0,ROOT,LEAF,LOW
EQSRC:MC.15,EQUATION,Step 14,0,0,ROOT,LEAF,LOW
EQSRC:MC.16,EQUATION,Step 15,0,0,ROOT,LEAF,LOW
EQSRC:MC.17,EQUATION,Step 16,0,0,ROOT,LEAF,LOW
EQSRC:MC.18,EQUATION,Step 17,0,0,ROOT,LEAF,LOW
EQSRC:MC.19,EQUATION,Step 18,0,0,ROOT,LEAF,LOW
EQSRC:MC.20,EQUATION,Step 19,0,0,ROOT,LEAF,LOW
DER-SDR-001,DERIVATION,Strict Dependency Relation — Definition,0,43,ROOT,,HIGH
DER-SDR-002,DERIVATION,Irreflexivity,1,40,,,HIGH
DER-SDR-003,DERIVATION,Transitivity,1,40,,,HIGH
DER-SDR-004,DERIVATION,Acyclicity,1,0,,LEAF,LOW
DER-SDR-005,DERIVATION,Recovery Admissibility,0,1,ROOT,,LOW
DER-ORG-001,DERIVATION,Organizational Grammar Recovery,4,39,,,HIGH
DER-ORG-002,DERIVATION,Organizational State Evolution,5,5,,,LOW
DER-ORG-003,DERIVATION,Persistence / Fixed-Point Recovery,6,4,,,LOW
DER-ORG-004,DERIVATION,Recursive Organizational Distinction,7,0,,LEAF,LOW
DER-ORG-005,DERIVATION,Organizational Compiler Interface,6,2,,,LOW
DER-ORG-006,DERIVATION,Fixed-Point Equivalence Theorem,12,0,,LEAF,LOW
DER-ORG-007,DERIVATION,Organizational Persistence Functional Recovery,11,0,,LEAF,LOW
DER-ORG-008,DERIVATION,Organizational Attractor Uniqueness,8,0,,LEAF,LOW
DER-ORG-009,DERIVATION,Compiler Completeness Theorem,7,1,,,LOW
DER-ORG-010,DERIVATION,Dependency Completeness Theorem,9,0,,LEAF,LOW
DER-SPC-001,DERIVATION,Organizational Graph Recovery,5,33,,,HIGH
DER-SPC-002,DERIVATION,Laplacian Recovery,6,29,,,HIGH
DER-SPC-003,DERIVATION,Spectrum Recovery,7,26,,,HIGH
DER-SPC-004,DERIVATION,Heat Kernel Recovery,8,0,,LEAF,LOW
DER-SPC-005,DERIVATION,Spectral Persistence Operator,8,2,,,LOW
DER-SPC-006,DERIVATION,Spectral Organizational Fixed Point,9,0,,LEAF,LOW
DER-VAR-001,DERIVATION,Action Functional Recovery,9,2,,,LOW
DER-VAR-002,DERIVATION,Euler-Lagrange Recovery,10,1,,,LOW
DER-VAR-003,DERIVATION,Legendre Transform Recovery,11,0,,LEAF,LOW
DER-VAR-004,DERIVATION,Einstein-Hilbert Action,13,1,,,LOW
DER-VAR-005,DERIVATION,Einstein Equation Recovery from Variation,15,0,,LEAF,LOW
DER-GEO-001,DERIVATION,Metric Recovery,8,16,,,MEDIUM
DER-GEO-002,DERIVATION,Connection Recovery,9,11,,,MEDIUM
DER-GEO-003,DERIVATION,Curvature Tensor Recovery,10,5,,,LOW
DER-GEO-004,DERIVATION,Ricci Tensor Recovery,11,4,,,LOW
DER-GEO-005,DERIVATION,Scalar Curvature Recovery,12,3,,,LOW
DER-GEO-006,DERIVATION,Einstein Tensor Recovery,13,1,,,LOW
DER-GAU-001,DERIVATION,Gauge Connection,7,6,,,LOW
DER-GAU-002,DERIVATION,Electromagnetic Curvature,8,1,,,LOW
DER-GAU-003,DERIVATION,Covariant Derivative,12,4,,,LOW
DER-GAU-004,DERIVATION,Yang-Mills Recovery,14,0,,LEAF,LOW
DER-QR-001,DERIVATION,Hilbert Space Recovery,8,3,,,LOW
DER-QR-002,DERIVATION,Schrodinger Recovery,9,2,,,LOW
DER-QR-003,DERIVATION,Heisenberg Recovery,10,1,,,LOW
DER-QR-004,DERIVATION,Uncertainty Structure,11,0,,LEAF,LOW
DER-QR-005,DERIVATION,Clifford Algebra Recovery,9,3,,,LOW
DER-QR-006,DERIVATION,Dirac Operator Recovery,14,2,,,LOW
DER-QR-007,DERIVATION,Spin Recovery,15,1,,,LOW
DER-QR-008,DERIVATION,Magnetic Moment Recovery,16,0,,LEAF,LOW
DER-TRC-001,DERIVATION,Internal Energy Recovery,1,6,,,LOW
DER-TRC-002,DERIVATION,Entropy Recovery,2,5,,,LOW
DER-TRC-003,DERIVATION,Entropy Flux Recovery,3,2,,,LOW
DER-TRC-004,DERIVATION,Clausius-Duhem Recovery,4,0,,LEAF,LOW
DER-TRC-005,DERIVATION,Fourier Heat Flux Recovery,4,0,,LEAF,LOW
DER-TRC-006,DERIVATION,Organizational Persistence Functional,12,0,,LEAF,LOW
PRIM-001,DERIVATION,Delta (Distinction),0,40,ROOT,,HIGH
PRIM-002,DERIVATION,tau (Transformation),0,0,ROOT,LEAF,LOW
PRIM-003,DERIVATION,kappa (Constraint),0,0,ROOT,LEAF,LOW
PRIM-004,DERIVATION,E (Energy),0,7,ROOT,,LOW
PRIM-005,DERIVATION,B (Bipartite substrate),0,0,ROOT,LEAF,LOW
BR-001,BRIDGE,Grammar composition,0,0,ROOT,LEAF,LOW
BR-002,BRIDGE,Organizational evolution,0,0,ROOT,LEAF,LOW
BR-003,BRIDGE,Organizational state to graph,0,0,ROOT,LEAF,LOW
BR-004,BRIDGE,Graph to Laplacian,1,0,,LEAF,LOW
BR-005,BRIDGE,Spectral decomposition,0,0,ROOT,LEAF,LOW
BR-006,BRIDGE,Spectrum to heat semigroup,0,0,ROOT,LEAF,LOW
BR-007,BRIDGE,Spectrum to diffusion distance,0,0,ROOT,LEAF,LOW
BR-008,BRIDGE,Distance to metric,0,0,ROOT,LEAF,LOW
BR-009,BRIDGE,Metric to connection,0,0,ROOT,LEAF,LOW
BR-010,BRIDGE,Curvature hierarchy,0,0,ROOT,LEAF,LOW
BR-011,BRIDGE,Einstein tensor to field equation,0,0,ROOT,LEAF,LOW
BR-012,BRIDGE,Graph Laplacian to Dirac,0,0,ROOT,LEAF,LOW
BR-013,BRIDGE,Spectral persistence filter,0,0,ROOT,LEAF,LOW
BR-014,BRIDGE,Persistence cost to field equation,0,0,ROOT,LEAF,LOW
BR-015,BRIDGE,Zero informational-loss limit,0,0,ROOT,LEAF,LOW
BR-016,BRIDGE,Statistical bridge,0,0,ROOT,LEAF,LOW
BR-017,BRIDGE,Discrete-to-continuum bridge,0,0,ROOT,LEAF,LOW
BR-018,BRIDGE,Heat-kernel geometric bridge,0,0,ROOT,LEAF,LOW
BR-019,BRIDGE,Homogeneous scale evolution,0,0,ROOT,LEAF,LOW
BR-020,BRIDGE,Spectral vacuum bridge,0,0,ROOT,LEAF,LOW
BR-021,BRIDGE,Horizon heat-kernel area bridge,0,0,ROOT,LEAF,LOW
BR-022,BRIDGE,Spectral/BH normalization bridge,0,0,ROOT,LEAF,LOW
BR-023,BRIDGE,Information-to-cutoff bridge,0,0,ROOT,LEAF,LOW
BR-024,BRIDGE,Cutoff to vacuum bridge,0,0,ROOT,LEAF,LOW
BR-025,BRIDGE,Cosmological dynamics bridge,0,0,ROOT,LEAF,LOW
BR-026,BRIDGE,Horizon selection bridge,0,0,ROOT,LEAF,LOW
BR-027,BRIDGE,Localized heat trace,0,0,ROOT,LEAF,LOW
BR-028,BRIDGE,Absolute scale bridge,0,0,ROOT,LEAF,LOW
BR-029,BRIDGE,Universal spectral dynamics,0,0,ROOT,LEAF,LOW
DEP-001,DEPENDENCY,Primitive grammar → organizational action,0,0,ROOT,LEAF,LOW
DEP-002,DEPENDENCY,Organizational operator,0,0,ROOT,LEAF,LOW
DEP-003,DEPENDENCY,State recursion,0,0,ROOT,LEAF,LOW
DEP-004,DEPENDENCY,Graph substrate,0,0,ROOT,LEAF,LOW
DEP-005,DEPENDENCY,Graph Laplacian,0,0,ROOT,LEAF,LOW
DEP-006,DEPENDENCY,Spectral decomposition,0,0,ROOT,LEAF,LOW
DEP-007,DEPENDENCY,Heat semigroup,0,0,ROOT,LEAF,LOW
DEP-008,DEPENDENCY,Diffusion distance,0,0,ROOT,LEAF,LOW
DEP-009,DEPENDENCY,Metric reconstruction,0,0,ROOT,LEAF,LOW
DEP-010,DEPENDENCY,Levi-Civita connection,0,0,ROOT,LEAF,LOW
DEP-011,DEPENDENCY,Curvature,0,0,ROOT,LEAF,LOW
DEP-012,DEPENDENCY,Contraction,0,0,ROOT,LEAF,LOW
DEP-013,DEPENDENCY,Scalar curvature,0,0,ROOT,LEAF,LOW
DEP-014,DEPENDENCY,Einstein tensor,0,0,ROOT,LEAF,LOW
